#NUM_BINS_W 11
#BINS_W 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15.

#NUM_BINS_TPRIME 16
#BINS_TPRIME 0. 0.05 0.10 0.15 0.20 0.25 0.30 0.35 0.40 0.45 0.50 0.55 0.60 0.65 0.70 0.75

#NUM_BINS_QSQ 15
#BINS_QSQ 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16.

#BEGIN_DATA
5.00000 2.00000 0.00000 5.12390 6.34000
5.00000 2.00000 0.05000 4.32620 11.89290
5.00000 2.00000 0.10000 3.66980 14.55390
5.00000 2.00000 0.15000 3.12660 15.39540
5.00000 2.00000 0.20000 2.67480 15.13720
5.00000 2.00000 0.25000 2.29710 14.25600
5.00000 2.00000 0.30000 1.98000 13.06170
5.00000 2.00000 0.35000 1.71250 11.75050
5.00000 2.00000 0.40000 1.48600 10.44220
5.00000 2.00000 0.45000 1.29340 9.20600
5.00000 2.00000 0.50000 1.12910 8.07770
5.00000 2.00000 0.55000 0.98840 7.07190
5.00000 2.00000 0.60000 0.86760 6.19030
5.00000 2.00000 0.65000 0.76360 5.42690
5.00000 2.00000 0.70000 0.67360 4.77160
5.00000 2.00000 0.75000 0.59570 4.21260
5.00000 3.00000 0.00000 2.18950 2.45340
5.00000 3.00000 0.05000 1.88510 4.99420
5.00000 3.00000 0.10000 1.62920 6.24320
5.00000 3.00000 0.15000 1.41300 6.66620
5.00000 3.00000 0.20000 1.22950 6.58070
5.00000 3.00000 0.25000 1.07300 6.20040
5.00000 3.00000 0.30000 0.93910 5.66670
5.00000 3.00000 0.35000 0.82410 5.07110
5.00000 3.00000 0.40000 0.72500 4.47050
5.00000 3.00000 0.45000 0.63930 3.89900
5.00000 3.00000 0.50000 0.56490 3.37490
5.00000 3.00000 0.55000 0.50030 2.90670
5.00000 3.00000 0.60000 0.44400 2.49620
5.00000 3.00000 0.65000 0.39470 2.14160
5.00000 3.00000 0.70000 0.35160 1.83860
5.00000 3.00000 0.75000 0.31380 1.58220
5.00000 4.00000 0.00000 1.12770 1.33400
5.00000 4.00000 0.05000 0.98730 2.82110
5.00000 4.00000 0.10000 0.86690 3.57340
5.00000 4.00000 0.15000 0.76330 3.84810
5.00000 4.00000 0.20000 0.67380 3.82280
5.00000 4.00000 0.25000 0.59600 3.61900
5.00000 4.00000 0.30000 0.52840 3.31830
5.00000 4.00000 0.35000 0.46930 2.97470
5.00000 4.00000 0.40000 0.41760 2.62260
